insight_id,category,kol_tier,kol_is_investigator,region,novelty_score,n_corroborating_notes,days_since_captured,sentiment,has_compliance_flag,insight_char_length,aligned_to_strategic_priority,selected_for_review
HIST-01887,DIAGNOSTIC_MONITORING,2,0,US-Central,0.534,3,240,0,0,248,1,0
HIST-01888,DIAGNOSTIC_MONITORING,3,0,EMEA,0.087,3,206,-1,0,319,1,0
HIST-01889,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.457,0,181,-1,0,175,0,0
HIST-01890,DATA_GAP_EVIDENCE_NEED,1,1,APAC,0.25,5,247,-1,0,121,0,0
HIST-01891,ACCESS_REIMBURSEMENT,2,0,EMEA,0.225,1,357,1,0,241,1,0
HIST-01892,PATIENT_EXPERIENCE_ADHERENCE,2,1,APAC,0.411,2,38,-1,0,394,0,1
HIST-01893,EFFICACY_REAL_WORLD,1,0,EMEA,0.662,4,126,-1,0,161,1,1
HIST-01894,UNMET_NEED,1,1,US-East,0.603,1,109,0,0,205,0,0
HIST-01895,UNMET_NEED,3,0,APAC,0.546,6,132,-1,0,131,1,0
HIST-01896,PATIENT_SELECTION_POSITIONING,3,1,US-Central,0.103,7,303,1,0,150,1,1
HIST-01897,ACCESS_REIMBURSEMENT,1,1,US-East,0.394,2,298,0,0,240,0,1
HIST-01898,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.469,2,19,-1,0,198,1,0
HIST-01899,PATIENT_EXPERIENCE_ADHERENCE,2,1,APAC,0.363,1,122,-1,0,240,1,0
HIST-01900,COMPETITIVE_LANDSCAPE,2,0,US-Central,0.276,5,211,-1,0,186,0,0
HIST-01901,ACCESS_REIMBURSEMENT,1,1,US-East,0.27,3,254,-1,0,178,0,0
HIST-01902,SAFETY_TOLERABILITY,1,0,US-East,0.379,3,173,-1,0,208,1,1
HIST-01903,PATIENT_SELECTION_POSITIONING,3,0,US-West,0.2,10,106,-1,0,183,0,0
HIST-01904,EFFICACY_REAL_WORLD,2,0,US-Central,0.281,1,171,0,0,256,0,0
HIST-01905,PATIENT_SELECTION_POSITIONING,1,0,APAC,0.056,0,399,0,0,214,1,0
HIST-01906,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-Central,0.313,1,211,-1,1,107,1,0
HIST-01907,DOSING_ADMINISTRATION,2,1,EMEA,0.249,4,54,0,0,160,0,0
HIST-01908,DIAGNOSTIC_MONITORING,3,0,US-West,0.447,7,208,0,0,196,1,0
HIST-01909,DIAGNOSTIC_MONITORING,1,1,US-East,0.385,2,297,1,0,92,1,1
HIST-01910,SAFETY_TOLERABILITY,3,0,EMEA,0.533,2,148,-1,0,184,0,0
HIST-01911,EFFICACY_REAL_WORLD,1,0,US-West,0.105,4,244,0,0,144,1,0
HIST-01912,UNMET_NEED,2,0,US-Central,0.208,10,241,-1,0,207,0,0
HIST-01913,DIAGNOSTIC_MONITORING,2,1,APAC,0.081,9,3,1,0,190,0,0
HIST-01914,UNMET_NEED,3,0,US-East,0.432,3,2,-1,1,133,1,1
HIST-01915,UNMET_NEED,3,0,EMEA,0.182,1,104,0,0,199,0,0
HIST-01916,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.285,4,319,0,0,92,1,0
HIST-01917,EFFICACY_REAL_WORLD,2,0,EMEA,0.489,2,18,0,0,207,1,1
HIST-01918,UNMET_NEED,2,1,US-West,0.349,1,355,-1,0,118,0,0
HIST-01919,GUIDELINES_PRACTICE_PATTERNS,1,1,US-West,0.081,4,7,0,0,252,1,0
HIST-01920,EFFICACY_REAL_WORLD,3,0,US-Central,0.536,6,233,-1,0,113,1,1
HIST-01921,GUIDELINES_PRACTICE_PATTERNS,1,1,EMEA,0.346,10,34,0,0,163,0,0
HIST-01922,COMPETITIVE_LANDSCAPE,2,1,US-West,0.117,2,366,0,0,260,1,0
HIST-01923,DOSING_ADMINISTRATION,2,0,US-Central,0.362,3,21,1,0,220,0,0
HIST-01924,EFFICACY_REAL_WORLD,2,0,US-West,0.157,0,2,0,0,250,0,0
HIST-01925,GUIDELINES_PRACTICE_PATTERNS,2,0,US-East,0.067,1,118,0,0,358,0,0
HIST-01926,GUIDELINES_PRACTICE_PATTERNS,2,0,EMEA,0.062,7,395,1,0,135,0,0
HIST-01927,GUIDELINES_PRACTICE_PATTERNS,1,0,US-West,0.348,2,75,-1,0,336,0,0
HIST-01928,DOSING_ADMINISTRATION,3,0,US-East,0.36,4,337,-1,0,188,0,0
HIST-01929,GUIDELINES_PRACTICE_PATTERNS,2,0,EMEA,0.512,11,312,1,0,348,0,0
HIST-01930,DIAGNOSTIC_MONITORING,2,0,US-Central,0.326,4,269,1,0,138,0,0
HIST-01931,UNMET_NEED,2,0,US-West,0.333,5,75,-1,0,150,0,0
HIST-01932,UNMET_NEED,2,0,EMEA,0.083,4,55,-1,0,211,0,0
HIST-01933,DOSING_ADMINISTRATION,1,0,APAC,0.317,2,116,0,0,208,0,0
HIST-01934,CLINICAL_TRIAL_EXPERIENCE,2,0,US-Central,0.111,2,24,-1,0,282,0,0
HIST-01935,CLINICAL_TRIAL_EXPERIENCE,1,1,US-Central,0.107,1,145,-1,0,102,0,0
HIST-01936,UNMET_NEED,1,0,US-East,0.381,8,164,-1,0,216,0,0
HIST-01937,PATIENT_SELECTION_POSITIONING,3,1,APAC,0.266,1,285,-1,0,128,1,0
HIST-01938,DIAGNOSTIC_MONITORING,1,0,US-Central,0.472,1,56,0,0,285,1,0
HIST-01939,UNMET_NEED,2,0,US-Central,0.201,7,206,0,0,174,1,0
HIST-01940,PATIENT_SELECTION_POSITIONING,3,0,US-Central,0.229,1,386,-1,0,190,0,0
HIST-01941,UNMET_NEED,2,0,EMEA,0.132,2,179,0,0,224,1,0
HIST-01942,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.175,4,178,0,0,153,0,0
HIST-01943,DIAGNOSTIC_MONITORING,3,1,US-Central,0.093,4,188,-1,1,258,1,0
HIST-01944,CLINICAL_TRIAL_EXPERIENCE,2,1,APAC,0.021,1,86,0,0,125,0,0
HIST-01945,UNMET_NEED,3,0,US-Central,0.096,6,250,0,0,147,0,0
HIST-01946,SAFETY_TOLERABILITY,2,0,US-East,0.179,8,37,0,0,233,1,0
HIST-01947,COMPETITIVE_LANDSCAPE,3,0,US-East,0.038,6,40,-1,0,215,0,0
HIST-01948,PATIENT_SELECTION_POSITIONING,2,0,US-Central,0.391,2,317,-1,0,138,1,0
HIST-01949,PATIENT_SELECTION_POSITIONING,3,0,EMEA,0.459,5,317,1,0,143,0,0
HIST-01950,DATA_GAP_EVIDENCE_NEED,1,1,US-East,0.249,8,208,-1,0,235,0,1
HIST-01951,DOSING_ADMINISTRATION,2,1,APAC,0.371,0,366,0,0,22,0,0
HIST-01952,PATIENT_SELECTION_POSITIONING,1,1,US-East,0.226,0,267,-1,0,219,0,0
HIST-01953,EFFICACY_REAL_WORLD,2,0,APAC,0.163,0,137,-1,1,199,0,0
HIST-01954,PATIENT_SELECTION_POSITIONING,3,0,US-Central,0.284,5,248,1,0,253,0,0
HIST-01955,CLINICAL_TRIAL_EXPERIENCE,1,0,US-Central,0.601,2,373,-1,0,173,0,0
HIST-01956,DIAGNOSTIC_MONITORING,3,0,US-West,0.137,2,324,-1,0,120,0,0
HIST-01957,UNMET_NEED,2,0,EMEA,0.233,0,313,1,0,175,0,0
HIST-01958,DATA_GAP_EVIDENCE_NEED,1,1,APAC,0.152,5,343,-1,0,130,1,0
HIST-01959,UNMET_NEED,2,0,US-West,0.287,8,195,-1,0,229,0,0
HIST-01960,CLINICAL_TRIAL_EXPERIENCE,3,1,US-East,0.264,2,127,-1,0,155,0,0
HIST-01961,CLINICAL_TRIAL_EXPERIENCE,1,0,US-West,0.227,0,342,1,0,388,0,0
HIST-01962,COMPETITIVE_LANDSCAPE,2,0,US-Central,0.3,3,99,1,0,209,0,0
HIST-01963,CLINICAL_TRIAL_EXPERIENCE,2,0,EMEA,0.229,8,270,0,0,205,1,0
HIST-01964,ACCESS_REIMBURSEMENT,1,1,EMEA,0.307,1,161,0,0,138,0,0
HIST-01965,GUIDELINES_PRACTICE_PATTERNS,1,0,US-West,0.138,0,297,-1,0,136,1,0
HIST-01966,PATIENT_EXPERIENCE_ADHERENCE,1,1,EMEA,0.222,3,74,0,1,132,0,1
HIST-01967,DIAGNOSTIC_MONITORING,2,1,US-East,0.147,3,315,0,0,176,0,0
HIST-01968,GUIDELINES_PRACTICE_PATTERNS,1,0,EMEA,0.416,5,167,1,0,198,0,0
HIST-01969,EFFICACY_REAL_WORLD,3,0,US-Central,0.318,6,230,0,1,79,1,1
HIST-01970,CLINICAL_TRIAL_EXPERIENCE,1,1,US-West,0.05,2,318,0,0,214,1,1
HIST-01971,DOSING_ADMINISTRATION,2,0,US-East,0.075,1,144,-1,0,245,0,0
HIST-01972,GUIDELINES_PRACTICE_PATTERNS,2,1,EMEA,0.399,1,150,0,0,187,1,0
HIST-01973,CLINICAL_TRIAL_EXPERIENCE,3,0,EMEA,0.182,0,160,1,0,114,1,0
HIST-01974,UNMET_NEED,2,0,US-Central,0.133,2,272,1,0,214,1,0
HIST-01975,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-East,0.048,4,21,-1,1,176,0,0
HIST-01976,DIAGNOSTIC_MONITORING,2,0,US-Central,0.475,1,40,-1,0,174,0,0
HIST-01977,SAFETY_TOLERABILITY,1,1,APAC,0.316,0,40,-1,0,167,1,1
HIST-01978,COMPETITIVE_LANDSCAPE,3,1,US-Central,0.175,5,133,-1,1,205,0,0
HIST-01979,DOSING_ADMINISTRATION,3,1,APAC,0.591,5,229,-1,0,236,1,0
HIST-01980,DOSING_ADMINISTRATION,2,1,US-East,0.154,3,186,-1,0,134,1,0
HIST-01981,GUIDELINES_PRACTICE_PATTERNS,1,1,US-Central,0.245,4,144,-1,0,291,0,0
HIST-01982,DOSING_ADMINISTRATION,1,1,US-Central,0.237,5,376,1,0,204,0,0
HIST-01983,SAFETY_TOLERABILITY,2,0,US-East,0.086,8,89,0,0,218,0,0
HIST-01984,SAFETY_TOLERABILITY,1,1,US-East,0.328,4,74,1,0,148,1,1
HIST-01985,CLINICAL_TRIAL_EXPERIENCE,3,1,EMEA,0.282,3,314,1,0,281,0,0
HIST-01986,DOSING_ADMINISTRATION,2,0,EMEA,0.391,2,312,-1,0,318,0,0
HIST-01987,ACCESS_REIMBURSEMENT,3,0,US-West,0.306,0,307,0,0,156,0,0
HIST-01988,DATA_GAP_EVIDENCE_NEED,1,1,US-Central,0.166,9,70,1,0,127,0,0
HIST-01989,CLINICAL_TRIAL_EXPERIENCE,2,0,APAC,0.092,3,12,-1,0,238,0,0
HIST-01990,DOSING_ADMINISTRATION,3,0,US-West,0.081,2,132,1,0,42,0,0
HIST-01991,UNMET_NEED,1,1,US-Central,0.085,11,112,-1,0,80,1,0
HIST-01992,ACCESS_REIMBURSEMENT,2,0,APAC,0.243,5,86,-1,0,208,1,0
HIST-01993,PATIENT_SELECTION_POSITIONING,1,1,US-East,0.172,1,54,1,0,391,1,0
HIST-01994,ACCESS_REIMBURSEMENT,1,1,EMEA,0.199,2,98,1,0,88,1,0
HIST-01995,ACCESS_REIMBURSEMENT,3,0,US-Central,0.387,3,153,0,0,118,0,0
HIST-01996,EFFICACY_REAL_WORLD,1,0,US-East,0.249,4,158,0,1,230,1,0
HIST-01997,GUIDELINES_PRACTICE_PATTERNS,1,1,US-East,0.605,10,346,-1,0,166,1,1
HIST-01998,CLINICAL_TRIAL_EXPERIENCE,1,1,APAC,0.337,2,337,0,0,44,1,0
HIST-01999,DIAGNOSTIC_MONITORING,3,0,APAC,0.065,9,227,-1,0,75,0,0
HIST-02000,PATIENT_SELECTION_POSITIONING,2,0,US-East,0.332,2,380,0,0,80,0,0
